CourseID,combination_id
COURSE_65BF456E,ART-001
COURSE_65BF456E,ART-002
COURSE_65BF456E,ART-003
COURSE_D8A0F3D6,BIO-001
COURSE_D8A0F3D6,BIO-002
COURSE_D8A0F3D6,BIO-003
COURSE_D8A0F3D6,BIO-004
COURSE_9A3B86D8,BIO-001
COURSE_9A3B86D8,BIO-002
COURSE_9A3B86D8,BIO-003
COURSE_9A3B86D8,BIO-004
COURSE_9A3B86D8,PHY-001
COURSE_9A3B86D8,PHY-002
COURSE_9A3B86D8,PHY-003
COURSE_9A3B86D8,PHY-004
COURSE_9A3B86D8,PHY-005
COURSE_9A3B86D8,PHY-006
COURSE_499B5002,TEC-001
COURSE_499B5002,TEC-002
COURSE_499B5002,TEC-003
COURSE_499B5002,TEC-004
COURSE_499B5002,TEC-005
COURSE_499B5002,TEC-006
COURSE_BE49C02C,COM-001
COURSE_BE49C02C,COM-002
COURSE_BE49C02C,COM-003
COURSE_BE49C02C,COM-004
COURSE_BE49C02C,COM-005
COURSE_9F01BA5F,COM-001
COURSE_9F01BA5F,COM-002
COURSE_9F01BA5F,COM-003
COURSE_9F01BA5F,COM-004
COURSE_9F01BA5F,COM-005
COURSE_82203147,COM-001
COURSE_82203147,COM-002
COURSE_82203147,COM-003
COURSE_82203147,COM-004
COURSE_82203147,COM-005
COURSE_6D0F47A6,ART-001
COURSE_6D0F47A6,ART-002
COURSE_6D0F47A6,ART-003
COURSE_F7C42F61,COM-001
COURSE_F7C42F61,COM-002
COURSE_F7C42F61,COM-003
COURSE_F7C42F61,COM-004
COURSE_F7C42F61,COM-005
COURSE_2D485EC0,PHY-001
COURSE_2D485EC0,PHY-002
COURSE_2D485EC0,PHY-003
COURSE_2D485EC0,PHY-004
COURSE_2D485EC0,PHY-005
COURSE_2D485EC0,PHY-006
COURSE_2C8C23AC,PHY-001
COURSE_2C8C23AC,PHY-002
COURSE_2C8C23AC,PHY-003
COURSE_2C8C23AC,PHY-004
COURSE_2C8C23AC,PHY-005
COURSE_2C8C23AC,PHY-006
COURSE_491D0236,ART-001
COURSE_491D0236,ART-002
COURSE_491D0236,ART-003
COURSE_15838AF7,ART-001
COURSE_15838AF7,ART-002
COURSE_15838AF7,ART-003
COURSE_C6C759CF,BIO-001
COURSE_C6C759CF,BIO-002
COURSE_C6C759CF,BIO-003
COURSE_C6C759CF,BIO-004
COURSE_8D2FCCFA,ART-001
COURSE_8D2FCCFA,ART-002
COURSE_8D2FCCFA,ART-003
COURSE_09AF06E8,ART-001
COURSE_09AF06E8,ART-002
COURSE_09AF06E8,ART-003
COURSE_F9CAAE1D,PHY-001
COURSE_F9CAAE1D,PHY-002
COURSE_F9CAAE1D,PHY-003
COURSE_F9CAAE1D,PHY-004
COURSE_F9CAAE1D,PHY-005
COURSE_F9CAAE1D,PHY-006
COURSE_2D93B504,PHY-001
COURSE_2D93B504,PHY-002
COURSE_2D93B504,PHY-003
COURSE_2D93B504,PHY-004
COURSE_2D93B504,PHY-005
COURSE_2D93B504,PHY-006
COURSE_2BD18001,PHY-001
COURSE_2BD18001,PHY-002
COURSE_2BD18001,PHY-003
COURSE_2BD18001,PHY-004
COURSE_2BD18001,PHY-005
COURSE_2BD18001,PHY-006
COURSE_1F4A3EA3,TEC-001
COURSE_1F4A3EA3,TEC-002
COURSE_1F4A3EA3,TEC-003
COURSE_1F4A3EA3,TEC-004
COURSE_1F4A3EA3,TEC-005
COURSE_1F4A3EA3,TEC-006
COURSE_36BB0425,COM-001
COURSE_36BB0425,COM-002
COURSE_36BB0425,COM-003
COURSE_36BB0425,COM-004
COURSE_36BB0425,COM-005
COURSE_FF459714,COM-001
COURSE_FF459714,COM-002
COURSE_FF459714,COM-003
COURSE_FF459714,COM-004
COURSE_FF459714,COM-005
COURSE_B43407B2,COM-001
COURSE_B43407B2,COM-002
COURSE_B43407B2,COM-003
COURSE_B43407B2,COM-004
COURSE_B43407B2,COM-005
COURSE_476DC6FA,ART-001
COURSE_476DC6FA,ART-002
COURSE_476DC6FA,ART-003
COURSE_979E5524,COM-001
COURSE_979E5524,COM-002
COURSE_979E5524,COM-003
COURSE_979E5524,COM-004
COURSE_979E5524,COM-005
COURSE_ECF3D598,ART-001
COURSE_ECF3D598,ART-002
COURSE_ECF3D598,ART-003
COURSE_DE0C75E9,ART-001
COURSE_DE0C75E9,ART-002
COURSE_DE0C75E9,ART-003
COURSE_8D29B705,PHY-001
COURSE_8D29B705,PHY-002
COURSE_8D29B705,PHY-003
COURSE_8D29B705,PHY-004
COURSE_8D29B705,PHY-005
COURSE_8D29B705,PHY-006
COURSE_8DD18D98,BIO-001
COURSE_8DD18D98,BIO-002
COURSE_8DD18D98,BIO-003
COURSE_8DD18D98,BIO-004
COURSE_8DD18D98,PHY-001
COURSE_8DD18D98,PHY-002
COURSE_8DD18D98,PHY-003
COURSE_8DD18D98,PHY-004
COURSE_8DD18D98,PHY-005
COURSE_8DD18D98,PHY-006
COURSE_F6F1A703,COM-001
COURSE_F6F1A703,COM-002
COURSE_F6F1A703,COM-003
COURSE_F6F1A703,COM-004
COURSE_F6F1A703,COM-005
COURSE_F3D0128A,COM-001
COURSE_F3D0128A,COM-002
COURSE_F3D0128A,COM-003
COURSE_F3D0128A,COM-004
COURSE_F3D0128A,COM-005
COURSE_3BDB19CD,BIO-001
COURSE_3BDB19CD,BIO-002
COURSE_3BDB19CD,BIO-003
COURSE_3BDB19CD,BIO-004
COURSE_3BDB19CD,PHY-001
COURSE_3BDB19CD,PHY-002
COURSE_3BDB19CD,PHY-003
COURSE_3BDB19CD,PHY-004
COURSE_3BDB19CD,PHY-005
COURSE_3BDB19CD,PHY-006
COURSE_75A6F664,BIO-001
COURSE_75A6F664,BIO-002
COURSE_75A6F664,BIO-003
COURSE_75A6F664,BIO-004
COURSE_75A6F664,PHY-001
COURSE_75A6F664,PHY-002
COURSE_75A6F664,PHY-003
COURSE_75A6F664,PHY-004
COURSE_75A6F664,PHY-005
COURSE_75A6F664,PHY-006
COURSE_014252D7,BIO-001
COURSE_014252D7,BIO-002
COURSE_014252D7,BIO-003
COURSE_014252D7,BIO-004
COURSE_014252D7,PHY-001
COURSE_014252D7,PHY-002
COURSE_014252D7,PHY-003
COURSE_014252D7,PHY-004
COURSE_014252D7,PHY-005
COURSE_014252D7,PHY-006
COURSE_69D3A6EB,ART-001
COURSE_69D3A6EB,ART-002
COURSE_69D3A6EB,ART-003
COURSE_0042D32F,ART-001
COURSE_0042D32F,ART-002
COURSE_0042D32F,ART-003
COURSE_49EB9899,COM-001
COURSE_49EB9899,COM-002
COURSE_49EB9899,COM-003
COURSE_49EB9899,COM-004
COURSE_49EB9899,COM-005
COURSE_96FA3D6B,TEC-001
COURSE_96FA3D6B,TEC-002
COURSE_96FA3D6B,TEC-003
COURSE_96FA3D6B,TEC-004
COURSE_96FA3D6B,TEC-005
COURSE_96FA3D6B,TEC-006
COURSE_96FA3D6B,PHY-001
COURSE_96FA3D6B,PHY-002
COURSE_96FA3D6B,PHY-003
COURSE_96FA3D6B,PHY-004
COURSE_96FA3D6B,PHY-005
COURSE_96FA3D6B,PHY-006
COURSE_05785E00,COM-001
COURSE_05785E00,COM-002
COURSE_05785E00,COM-003
COURSE_05785E00,COM-004
COURSE_05785E00,COM-005
COURSE_1E7D3E5E,ART-001
COURSE_1E7D3E5E,ART-002
COURSE_1E7D3E5E,ART-003
COURSE_E479BF08,ART-001
COURSE_E479BF08,ART-002
COURSE_E479BF08,ART-003
COURSE_A1AA7F74,ART-001
COURSE_A1AA7F74,ART-002
COURSE_A1AA7F74,ART-003
COURSE_19DD185C,TEC-001
COURSE_19DD185C,TEC-002
COURSE_19DD185C,TEC-003
COURSE_19DD185C,TEC-004
COURSE_19DD185C,TEC-005
COURSE_19DD185C,TEC-006
COURSE_19DD185C,PHY-001
COURSE_19DD185C,PHY-002
COURSE_19DD185C,PHY-003
COURSE_19DD185C,PHY-004
COURSE_19DD185C,PHY-005
COURSE_19DD185C,PHY-006
COURSE_7F123793,COM-001
COURSE_7F123793,COM-002
COURSE_7F123793,COM-003
COURSE_7F123793,COM-004
COURSE_7F123793,COM-005
COURSE_7F123793,TEC-001
COURSE_7F123793,TEC-002
COURSE_7F123793,TEC-003
COURSE_7F123793,TEC-004
COURSE_7F123793,TEC-005
COURSE_7F123793,TEC-006
COURSE_7F123793,PHY-001
COURSE_7F123793,PHY-002
COURSE_7F123793,PHY-003
COURSE_7F123793,PHY-004
COURSE_7F123793,PHY-005
COURSE_7F123793,PHY-006
COURSE_7D835649,ART-001
COURSE_7D835649,ART-002
COURSE_7D835649,ART-003
COURSE_1266310E,PHY-001
COURSE_1266310E,PHY-002
COURSE_1266310E,PHY-003
COURSE_1266310E,PHY-004
COURSE_1266310E,PHY-005
COURSE_1266310E,PHY-006
COURSE_B1F8D4E8,ART-001
COURSE_B1F8D4E8,ART-002
COURSE_B1F8D4E8,ART-003
COURSE_441BE3EA,COM-001
COURSE_441BE3EA,COM-002
COURSE_441BE3EA,COM-003
COURSE_441BE3EA,COM-004
COURSE_441BE3EA,COM-005
COURSE_A31A375C,COM-001
COURSE_A31A375C,COM-002
COURSE_A31A375C,COM-003
COURSE_A31A375C,COM-004
COURSE_A31A375C,COM-005
COURSE_A31A375C,TEC-001
COURSE_A31A375C,TEC-002
COURSE_A31A375C,TEC-003
COURSE_A31A375C,TEC-004
COURSE_A31A375C,TEC-005
COURSE_A31A375C,TEC-006
COURSE_A31A375C,PHY-001
COURSE_A31A375C,PHY-002
COURSE_A31A375C,PHY-003
COURSE_A31A375C,PHY-004
COURSE_A31A375C,PHY-005
COURSE_A31A375C,PHY-006
COURSE_F5ABA666,COM-001
COURSE_F5ABA666,COM-002
COURSE_F5ABA666,COM-003
COURSE_F5ABA666,COM-004
COURSE_F5ABA666,COM-005
COURSE_F5ABA666,TEC-001
COURSE_F5ABA666,TEC-002
COURSE_F5ABA666,TEC-003
COURSE_F5ABA666,TEC-004
COURSE_F5ABA666,TEC-005
COURSE_F5ABA666,TEC-006
COURSE_F5ABA666,PHY-001
COURSE_F5ABA666,PHY-002
COURSE_F5ABA666,PHY-003
COURSE_F5ABA666,PHY-004
COURSE_F5ABA666,PHY-005
COURSE_F5ABA666,PHY-006
COURSE_EFB75B40,COM-001
COURSE_EFB75B40,COM-002
COURSE_EFB75B40,COM-003
COURSE_EFB75B40,COM-004
COURSE_EFB75B40,COM-005
COURSE_FDBF045E,COM-001
COURSE_FDBF045E,COM-002
COURSE_FDBF045E,COM-003
COURSE_FDBF045E,COM-004
COURSE_FDBF045E,COM-005
COURSE_3A548304,COM-001
COURSE_3A548304,COM-002
COURSE_3A548304,COM-003
COURSE_3A548304,COM-004
COURSE_3A548304,COM-005
COURSE_C082E2F9,BIO-001
COURSE_C082E2F9,BIO-002
COURSE_C082E2F9,BIO-003
COURSE_C082E2F9,BIO-004
COURSE_C082E2F9,PHY-001
COURSE_C082E2F9,PHY-002
COURSE_C082E2F9,PHY-003
COURSE_C082E2F9,PHY-004
COURSE_C082E2F9,PHY-005
COURSE_C082E2F9,PHY-006
COURSE_E51F5D90,BIO-001
COURSE_E51F5D90,BIO-002
COURSE_E51F5D90,BIO-003
COURSE_E51F5D90,BIO-004
COURSE_324AD363,BIO-001
COURSE_324AD363,BIO-002
COURSE_324AD363,BIO-003
COURSE_324AD363,BIO-004
COURSE_A39F98C3,ART-001
COURSE_A39F98C3,ART-002
COURSE_A39F98C3,ART-003
COURSE_2673D523,BIO-001
COURSE_2673D523,BIO-002
COURSE_2673D523,BIO-003
COURSE_2673D523,BIO-004
COURSE_BF3AF1F8,ART-001
COURSE_BF3AF1F8,ART-002
COURSE_BF3AF1F8,ART-003
COURSE_0FFF83B1,BIO-001
COURSE_0FFF83B1,BIO-002
COURSE_0FFF83B1,BIO-003
COURSE_0FFF83B1,BIO-004
COURSE_3E684AB9,ART-001
COURSE_3E684AB9,ART-002
COURSE_3E684AB9,ART-003
COURSE_AA15AB3A,ART-001
COURSE_AA15AB3A,ART-002
COURSE_AA15AB3A,ART-003
COURSE_DE7D8944,BIO-001
COURSE_DE7D8944,BIO-002
COURSE_DE7D8944,BIO-003
COURSE_DE7D8944,BIO-004
COURSE_1D8E2C82,ART-001
COURSE_1D8E2C82,ART-002
COURSE_1D8E2C82,ART-003
COURSE_B1D1C95A,PHY-001
COURSE_B1D1C95A,PHY-002
COURSE_B1D1C95A,PHY-003
COURSE_B1D1C95A,PHY-004
COURSE_B1D1C95A,PHY-005
COURSE_B1D1C95A,PHY-006
COURSE_52A8626F,PHY-001
COURSE_52A8626F,PHY-002
COURSE_52A8626F,PHY-003
COURSE_52A8626F,PHY-004
COURSE_52A8626F,PHY-005
COURSE_52A8626F,PHY-006
COURSE_B0F4B150,ART-001
COURSE_B0F4B150,ART-002
COURSE_B0F4B150,ART-003
COURSE_5615C36C,COM-001
COURSE_5615C36C,COM-002
COURSE_5615C36C,COM-003
COURSE_5615C36C,COM-004
COURSE_5615C36C,COM-005
COURSE_602B9DDA,PHY-001
COURSE_602B9DDA,PHY-002
COURSE_602B9DDA,PHY-003
COURSE_602B9DDA,PHY-004
COURSE_602B9DDA,PHY-005
COURSE_602B9DDA,PHY-006
COURSE_131B662F,ART-001
COURSE_131B662F,ART-002
COURSE_131B662F,ART-003
COURSE_7E3F0F8D,BIO-001
COURSE_7E3F0F8D,BIO-002
COURSE_7E3F0F8D,BIO-003
COURSE_7E3F0F8D,BIO-004
COURSE_7E3F0F8D,PHY-001
COURSE_7E3F0F8D,PHY-002
COURSE_7E3F0F8D,PHY-003
COURSE_7E3F0F8D,PHY-004
COURSE_7E3F0F8D,PHY-005
COURSE_7E3F0F8D,PHY-006
COURSE_93DB326B,BIO-001
COURSE_93DB326B,BIO-002
COURSE_93DB326B,BIO-003
COURSE_93DB326B,BIO-004
COURSE_2642647C,ART-001
COURSE_2642647C,ART-002
COURSE_2642647C,ART-003
COURSE_233E1258,PHY-001
COURSE_233E1258,PHY-002
COURSE_233E1258,PHY-003
COURSE_233E1258,PHY-004
COURSE_233E1258,PHY-005
COURSE_233E1258,PHY-006
COURSE_BF8FF51A,BIO-001
COURSE_BF8FF51A,BIO-002
COURSE_BF8FF51A,BIO-003
COURSE_BF8FF51A,BIO-004
COURSE_BF8FF51A,PHY-001
COURSE_BF8FF51A,PHY-002
COURSE_BF8FF51A,PHY-003
COURSE_BF8FF51A,PHY-004
COURSE_BF8FF51A,PHY-005
COURSE_BF8FF51A,PHY-006
COURSE_84768E80,COM-001
COURSE_84768E80,COM-002
COURSE_84768E80,COM-003
COURSE_84768E80,COM-004
COURSE_84768E80,COM-005
COURSE_6A9F1A88,ART-001
COURSE_6A9F1A88,ART-002
COURSE_6A9F1A88,ART-003
COURSE_6D8E0A22,PHY-001
COURSE_6D8E0A22,PHY-002
COURSE_6D8E0A22,PHY-003
COURSE_6D8E0A22,PHY-004
COURSE_6D8E0A22,PHY-005
COURSE_6D8E0A22,PHY-006
COURSE_117B9B8E,ART-001
COURSE_117B9B8E,ART-002
COURSE_117B9B8E,ART-003
COURSE_E29C160D,ART-001
COURSE_E29C160D,ART-002
COURSE_E29C160D,ART-003
COURSE_75EB0CF5,COM-001
COURSE_75EB0CF5,COM-002
COURSE_75EB0CF5,COM-003
COURSE_75EB0CF5,COM-004
COURSE_75EB0CF5,COM-005
COURSE_0FCCF63A,ART-001
COURSE_0FCCF63A,ART-002
COURSE_0FCCF63A,ART-003
COURSE_6B2C67EB,ART-001
COURSE_6B2C67EB,ART-002
COURSE_6B2C67EB,ART-003
COURSE_7B059745,COM-001
COURSE_7B059745,COM-002
COURSE_7B059745,COM-003
COURSE_7B059745,COM-004
COURSE_7B059745,COM-005
COURSE_67115AF7,BIO-001
COURSE_67115AF7,BIO-002
COURSE_67115AF7,BIO-003
COURSE_67115AF7,BIO-004
COURSE_7AAB6370,BIO-001
COURSE_7AAB6370,BIO-002
COURSE_7AAB6370,BIO-003
COURSE_7AAB6370,BIO-004
COURSE_30515045,ART-001
COURSE_30515045,ART-002
COURSE_30515045,ART-003
COURSE_172A9F57,ART-001
COURSE_172A9F57,ART-002
COURSE_172A9F57,ART-003
COURSE_89A8CBED,TEC-001
COURSE_89A8CBED,TEC-002
COURSE_89A8CBED,TEC-003
COURSE_89A8CBED,TEC-004
COURSE_89A8CBED,TEC-005
COURSE_89A8CBED,TEC-006
COURSE_D845FFE3,COM-001
COURSE_D845FFE3,COM-002
COURSE_D845FFE3,COM-003
COURSE_D845FFE3,COM-004
COURSE_D845FFE3,COM-005
COURSE_8E64917C,TEC-001
COURSE_8E64917C,TEC-002
COURSE_8E64917C,TEC-003
COURSE_8E64917C,TEC-004
COURSE_8E64917C,TEC-005
COURSE_8E64917C,TEC-006
COURSE_93964B83,PHY-001
COURSE_93964B83,PHY-002
COURSE_93964B83,PHY-003
COURSE_93964B83,PHY-004
COURSE_93964B83,PHY-005
COURSE_93964B83,PHY-006
COURSE_B3AED386,ART-001
COURSE_B3AED386,ART-002
COURSE_B3AED386,ART-003
COURSE_49E07A6A,TEC-001
COURSE_49E07A6A,TEC-002
COURSE_49E07A6A,TEC-003
COURSE_49E07A6A,TEC-004
COURSE_49E07A6A,TEC-005
COURSE_49E07A6A,TEC-006
COURSE_789CA292,TEC-001
COURSE_789CA292,TEC-002
COURSE_789CA292,TEC-003
COURSE_789CA292,TEC-004
COURSE_789CA292,TEC-005
COURSE_789CA292,TEC-006
COURSE_789CA292,PHY-001
COURSE_789CA292,PHY-002
COURSE_789CA292,PHY-003
COURSE_789CA292,PHY-004
COURSE_789CA292,PHY-005
COURSE_789CA292,PHY-006
COURSE_1FF4F83D,COM-001
COURSE_1FF4F83D,COM-002
COURSE_1FF4F83D,COM-003
COURSE_1FF4F83D,COM-004
COURSE_1FF4F83D,COM-005
COURSE_D4164998,COM-001
COURSE_D4164998,COM-002
COURSE_D4164998,COM-003
COURSE_D4164998,COM-004
COURSE_D4164998,COM-005
COURSE_D4164998,TEC-001
COURSE_D4164998,TEC-002
COURSE_D4164998,TEC-003
COURSE_D4164998,TEC-004
COURSE_D4164998,TEC-005
COURSE_D4164998,TEC-006
COURSE_D4164998,PHY-001
COURSE_D4164998,PHY-002
COURSE_D4164998,PHY-003
COURSE_D4164998,PHY-004
COURSE_D4164998,PHY-005
COURSE_D4164998,PHY-006
COURSE_C156F363,COM-001
COURSE_C156F363,COM-002
COURSE_C156F363,COM-003
COURSE_C156F363,COM-004
COURSE_C156F363,COM-005
COURSE_C156F363,TEC-001
COURSE_C156F363,TEC-002
COURSE_C156F363,TEC-003
COURSE_C156F363,TEC-004
COURSE_C156F363,TEC-005
COURSE_C156F363,TEC-006
COURSE_C156F363,PHY-001
COURSE_C156F363,PHY-002
COURSE_C156F363,PHY-003
COURSE_C156F363,PHY-004
COURSE_C156F363,PHY-005
COURSE_C156F363,PHY-006
COURSE_7B2B5716,ART-001
COURSE_7B2B5716,ART-002
COURSE_7B2B5716,ART-003
COURSE_6473D3E1,ART-001
COURSE_6473D3E1,ART-002
COURSE_6473D3E1,ART-003
COURSE_E188312E,BIO-001
COURSE_E188312E,BIO-002
COURSE_E188312E,BIO-003
COURSE_E188312E,BIO-004
COURSE_E188312E,PHY-001
COURSE_E188312E,PHY-002
COURSE_E188312E,PHY-003
COURSE_E188312E,PHY-004
COURSE_E188312E,PHY-005
COURSE_E188312E,PHY-006
COURSE_390A31ED,BIO-001
COURSE_390A31ED,BIO-002
COURSE_390A31ED,BIO-003
COURSE_390A31ED,BIO-004
COURSE_390A31ED,PHY-001
COURSE_390A31ED,PHY-002
COURSE_390A31ED,PHY-003
COURSE_390A31ED,PHY-004
COURSE_390A31ED,PHY-005
COURSE_390A31ED,PHY-006
COURSE_39DFBCF2,ART-001
COURSE_39DFBCF2,ART-002
COURSE_39DFBCF2,ART-003
COURSE_793DC846,COM-001
COURSE_793DC846,COM-002
COURSE_793DC846,COM-003
COURSE_793DC846,COM-004
COURSE_793DC846,COM-005
COURSE_252775E5,COM-001
COURSE_252775E5,COM-002
COURSE_252775E5,COM-003
COURSE_252775E5,COM-004
COURSE_252775E5,COM-005
COURSE_2BDF6D4B,ART-001
COURSE_2BDF6D4B,ART-002
COURSE_2BDF6D4B,ART-003
COURSE_41939603,ART-001
COURSE_41939603,ART-002
COURSE_41939603,ART-003
COURSE_32045221,ART-001
COURSE_32045221,ART-002
COURSE_32045221,ART-003
COURSE_1231CD8D,TEC-001
COURSE_1231CD8D,TEC-002
COURSE_1231CD8D,TEC-003
COURSE_1231CD8D,TEC-004
COURSE_1231CD8D,TEC-005
COURSE_1231CD8D,TEC-006
COURSE_1231CD8D,ART-001
COURSE_1231CD8D,ART-002
COURSE_1231CD8D,ART-003
COURSE_1231CD8D,PHY-001
COURSE_1231CD8D,PHY-002
COURSE_1231CD8D,PHY-003
COURSE_1231CD8D,PHY-004
COURSE_1231CD8D,PHY-005
COURSE_1231CD8D,PHY-006
COURSE_919FA4FF,BIO-001
COURSE_919FA4FF,BIO-002
COURSE_919FA4FF,BIO-003
COURSE_919FA4FF,BIO-004
COURSE_15BDD1FC,BIO-001
COURSE_15BDD1FC,BIO-002
COURSE_15BDD1FC,BIO-003
COURSE_15BDD1FC,BIO-004
COURSE_C5F7FD9F,COM-001
COURSE_C5F7FD9F,COM-002
COURSE_C5F7FD9F,COM-003
COURSE_C5F7FD9F,COM-004
COURSE_C5F7FD9F,COM-005
COURSE_73532F2A,PHY-001
COURSE_73532F2A,PHY-002
COURSE_73532F2A,PHY-003
COURSE_73532F2A,PHY-004
COURSE_73532F2A,PHY-005
COURSE_73532F2A,PHY-006
COURSE_A38A81AC,COM-001
COURSE_A38A81AC,COM-002
COURSE_A38A81AC,COM-003
COURSE_A38A81AC,COM-004
COURSE_A38A81AC,COM-005
COURSE_252AC8F9,TEC-001
COURSE_252AC8F9,TEC-002
COURSE_252AC8F9,TEC-003
COURSE_252AC8F9,TEC-004
COURSE_252AC8F9,TEC-005
COURSE_252AC8F9,TEC-006
COURSE_23869BDA,COM-001
COURSE_23869BDA,COM-002
COURSE_23869BDA,COM-003
COURSE_23869BDA,COM-004
COURSE_23869BDA,COM-005
COURSE_AD1DA620,ART-001
COURSE_AD1DA620,ART-002
COURSE_AD1DA620,ART-003
COURSE_56B0D274,ART-001
COURSE_56B0D274,ART-002
COURSE_56B0D274,ART-003
COURSE_7AAE63FC,COM-001
COURSE_7AAE63FC,COM-002
COURSE_7AAE63FC,COM-003
COURSE_7AAE63FC,COM-004
COURSE_7AAE63FC,COM-005
COURSE_59A3AE3E,ART-001
COURSE_59A3AE3E,ART-002
COURSE_59A3AE3E,ART-003
COURSE_4B66DB86,ART-001
COURSE_4B66DB86,ART-002
COURSE_4B66DB86,ART-003
COURSE_755831A6,ART-001
COURSE_755831A6,ART-002
COURSE_755831A6,ART-003
COURSE_623FF76C,ART-001
COURSE_623FF76C,ART-002
COURSE_623FF76C,ART-003
COURSE_7A0CF147,ART-001
COURSE_7A0CF147,ART-002
COURSE_7A0CF147,ART-003
COURSE_509AEB3E,ART-001
COURSE_509AEB3E,ART-002
COURSE_509AEB3E,ART-003
COURSE_A5D73D6F,ART-001
COURSE_A5D73D6F,ART-002
COURSE_A5D73D6F,ART-003
COURSE_F2CBCAAB,ART-001
COURSE_F2CBCAAB,ART-002
COURSE_F2CBCAAB,ART-003
COURSE_BD0AFD5F,ART-001
COURSE_BD0AFD5F,ART-002
COURSE_BD0AFD5F,ART-003
COURSE_FA1180F9,ART-001
COURSE_FA1180F9,ART-002
COURSE_FA1180F9,ART-003
COURSE_AF6A7A67,COM-001
COURSE_AF6A7A67,COM-002
COURSE_AF6A7A67,COM-003
COURSE_AF6A7A67,COM-004
COURSE_AF6A7A67,COM-005
COURSE_AF6A7A67,PHY-001
COURSE_AF6A7A67,PHY-002
COURSE_AF6A7A67,PHY-003
COURSE_AF6A7A67,PHY-004
COURSE_AF6A7A67,PHY-005
COURSE_AF6A7A67,PHY-006
COURSE_AA1AE0C2,COM-001
COURSE_AA1AE0C2,COM-002
COURSE_AA1AE0C2,COM-003
COURSE_AA1AE0C2,COM-004
COURSE_AA1AE0C2,COM-005
COURSE_297B436C,COM-001
COURSE_297B436C,COM-002
COURSE_297B436C,COM-003
COURSE_297B436C,COM-004
COURSE_297B436C,COM-005
COURSE_297B436C,PHY-001
COURSE_297B436C,PHY-002
COURSE_297B436C,PHY-003
COURSE_297B436C,PHY-004
COURSE_297B436C,PHY-005
COURSE_297B436C,PHY-006
COURSE_01EE5F81,BIO-001
COURSE_01EE5F81,BIO-002
COURSE_01EE5F81,BIO-003
